AREA_NM,New_ADDR,Old_ADDR
제주올레 5코스,제주특별자치도 서귀포시 남원읍 남태해안로 140,제주특별자치도 서귀포시 남원읍 남원리 91-6
제주올레 6코스,제주특별자치도 서귀포시 보목동 1377-4,제주특별자치도 서귀포시 보목동 1377-4
제주올레 7-1코스,제주특별자치도 서귀포시 서호동 553-1,제주특별자치도 서귀포시 서호동 553-1
제주올레 7코스,제주특별자치도 서귀포시 서홍동 795-1,명제주특별자치도 서귀포시 남성로 62
제주올레 8코스,제주특별자치도 서귀포시 예래해안로 256,제주특별자치도 서귀포시 하예동 532-3
제주올레 9코스,제주특별자치도 서귀포시 안덕면 감산리 982-2,제주특별자치도 서귀포시 안덕면 감산리 982-2
제주용암수 홍보관,제주특별자치도 제주시 구좌읍 일주동로 2706-27 (한동리) 오리온 제주용암수,제주특별자치도 제주시 구좌읍 한동리 4849-18
제주우리병원,제주특별자치도 제주시 중앙로 373,제주특별자치도 제주시 이도이동 1986-3
제주워터월드,제주특별자치도 서귀포시 월드컵로 33,제주특별자치도 서귀포시 법환동 914
제주유리박물관,제주특별자치도 서귀포시 중산간서로 1403,제주특별자치도 서귀포시 상예동 4303
제주유리의성,제주특별자치도 제주시 한경면 녹차분재로 462,제주특별자치도 제주시 한경면 저지리 3135-1 유리의 성
제주인디,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,제주특별자치도 서귀포시 성산읍 삼달리 1010
제주잠수함(국제리더스클럽),제주특별자치도 제주시 조천읍 조함해안로 321-21,제주특별자치도 제주시 조천읍 신흥리 1-11
제주절물자연휴양림,제주특별자치도 제주시 명림로 584,제주특별자치도 제주시 봉개동 산78-1
제주제트,제주특별자치도 서귀포시 대포로 172-5,제주특별자치도 서귀포시 대포동 2184-10
제주조천스위스마을,제주특별자치도 제주시 조천읍 함와로 566-27,제주특별자치도 제주시 조천읍 와산리 1559-18
제주중앙성당,제주특별자치도 제주시 관덕로8길 14,제주특별자치도 제주시 삼도이동 114
제주쥬티클럽,제주특별자치도 서귀포시 성산읍 신양로 113,제주특별자치도 서귀포시 성산읍 고성리 206-7
제주참숯가마찜질방,제주특별자치도 서귀포시 성산읍 삼달로 47,제주특별자치도 서귀포시 성산읍 삼달리 124-3
제주추사관,제주특별자치도 서귀포시 대정읍 추사로 44,제주특별자치도 서귀포시 대정읍 안성리 1661-1
제주친구,제주특별자치도 서귀포시 동홍로 149,제주특별자치도 서귀포시 동홍동 1255-2
제주카약,제주특별자치도 제주시 조천읍 평사길 19,제주특별자치도 제주시 조천읍 함덕리 206-1
제주카트클럽,제주특별자치도 제주시 한림읍 중산간서로 3853,제주특별자치도 제주시 한림읍 월림리 341-2
제주커피박물관 바움 Baum,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,제주특별자치도 서귀포시 성산읍 고성리 2040-1
제주컨트리클럽,제주특별자치도 제주시 영평동 2263-5,제주특별자치도 제주시 영평동 2263-5
제주특별자치도 도립미술관,제주특별자치도 제주시 1100로 2894-78,제주특별자치도 제주시 연동 680-7 제주도립미술관
제주펫,제주특별자치도 서귀포시 남원읍 한신로531번길 22-3,제주특별자치도 서귀포시 남원읍 신흥리 1759-3
제주평화박물관(전쟁평화박물관)[휴관중],제주특별자치도 제주시 한경면 청수서5길 63,제주특별자치도 제주시 한경면 청수서5길 63
제주플래티늄카라반,제주특별자치도 제주시 애월읍 하귀미수포길 5-8,제주특별자치도 제주시 애월읍 하귀미수포길 5-8
제주하늘을날다(패러글라이딩),제주특별자치도 제주시 도남로17길 32 영산홍아파트 가동,제주특별자치도 제주시 도남동 78 영산홍아파트
제주한라병원,제주특별자치도 제주시 도령로 65,제주특별자치도 제주시 연동 1963-2
제주항공우주박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218 항곡우주박물관,제주특별자치도 서귀포시 안덕면 서광리 산39 제주항공우주박물관
제주항일기념관,제주특별자치도 제주시 조천읍 신북로 303,제주특별자치도 제주시 조천읍 조천리 1156 제주항일기념관
제주해양동물박물관,제주특별자치도 서귀포시 성산읍 서성일로 689-21,제주특별자치도 서귀포시 성산읍 수산리 3233
제주해양레저,제주특별자치도 서귀포시 중문관광로 192,제주특별자치도 서귀포시 중문동 2785-2
제주해양레저파크,제주특별자치도 제주시 조천읍 조함해안로 519-10,제주특별자치도 제주시 조천읍 함덕리 1008-1
제주해양사업단,제주특별자치도서귀포시대정읍최남단해안로 130,제주특별자치도 서귀포시 대정읍 하모리 646-20
제주햇살농원,제주특별자치도 제주시 조천읍 북선로 189,제주특별자치도 제주시 조천읍 선흘리 3530-1
제주향교,제주특별자치도 제주시 서문로 43,제주특별자치도 제주시 용담일동 298-8 제주향교
제주허브동산,제주특별자치도 서귀포시 표선면 돈오름로 170,제주특별자치도 서귀포시 표선면 표선리 2608
제주현대미술관,제주특별자치도 제주시 한경면 저지14길 35,제주특별자치도 제주시 한경면 저지14길 35
조은승마장,제주특별자치도 서귀포시 안덕면 동광로 265-14,제주특별자치도 서귀포시 안덕면 동광리 897-2
지포뮤지엄,제주특별자치도 서귀포시 성산읍 섭지코지로 107,제주특별자치도 서귀포시 성산읍 고성리 127-2 휘닉스아일랜드콘도
참굴비조형물,제주특별자치도 제주시 추자면 묵리 산 131-1,제주특별자치도 제주시 추자면 묵리 산 131-1
청초밭영농조합법인,제주특별자치도 서귀포시 표선면 성읍이리로57번길 34,제주특별자치도 서귀포시 표선면 성읍리 2497
제주홀스타승마장,제주특별자치도 제주시 산록북로 8,제주특별자치도 제주시 연동 산146-19
조은동물병원,제주특별자치도 서귀포시 동문로 40,제주특별자치도 서귀포시 서귀동 270-7
중문레져UTV,제주특별자치도 서귀포시 산록남로 1578,제주특별자치도 서귀포시 대포동 산38-2
추억애거리,제주특별자치도 제주시 도공로 3-3,제주특별자치도 제주시 도두일동 2630-1
추자도,제주특별자치도 제주시 추자면 추자도,제주특별자치도 제주시 추자면 추자도
추자도 숭어체험장,제주특별자치도 제주시 추자면 석두리길 4,제주특별자치도 제주시 추자면 신양리 874-11
추자도등대,제주특별자치도 제주시 추자면 영흥4길 43,제주특별자치도 제주시 추자면 영흥리 75
추자등대,제주특별자치도 제주시 추자면 영흥리 77-3,제주특별자치도 제주시 추자면 영흥리 77-3
추자연도교,제주특별자치도 제주시 추자면 영흥리 97-3,제주특별자치도 제주시 추자면 영흥리 97-3
취다선리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688,제주특별자치도 서귀포시 성산읍 오조리 398-10
칠머리길,제주특별자치도 제주시 칠머리길 1,제주특별자치도 제주시 건입동 956-16
카멜리아힐,제주 서귀포시 안덕면 병악로 166,제주특별자치도 서귀포시 안덕면 상창리 271
카카오본사(구 스페이스닷원),제주특별자치도 제주시 첨단로 242,제주특별자치도 제주시 영평동 2181
카카오패밀리 로이인더정글카밀라스,제주특별자치도 제주시 구좌읍 구좌로 60,제주특별자치도 제주시 구좌읍 세화리 1413-2
캐니언파크,제주특별자치도 제주시 삼무로 51,제주특별자치도 제주시 연동 281-20
캐릭파크,제주특별자치도 제주시 조천읍 선교로 266,제주특별자치도 제주시 조천읍 선흘리 2019-3
캔디원,제주특별자치도 제주시 조천읍 선교로 384,제주특별자치도 제주시 조천읍 선흘리 1776
캘리그라피 오월,제주특별자치도 제주시 오남로 90,제주특별자치도 제주시 오라이동 959-1
캣츠앤독스,제주특별자치도 서귀포시 태평로 488,제주특별자치도 서귀포시 동홍동 382-1
케이제주씨워킹,제주특별자치도 서귀포시 대정읍 최남단해안로 120,제주특별자치도 서귀포시 대정읍 하모리 646-20
케이제주해양사업단,제주특별자치도 서귀포시 대정읍 최남단해안로 116,제주특별자치도 서귀포시 대정읍 하모리 648-3
코기절미,제주특별자치도 제주시 1100로 3198-20,제주특별자치도 제주시 노형동 82-2
코코몽 에코파크,제주특별자치도 서귀포시 남원읍 태위로 536,제주특별자치도 서귀포시 남원읍 남원리 2380
쿠키네,제주특별자치도 제주시 애월읍 일주서로 6689,제주특별자치도 제주시 애월읍 신엄리 1280-15
쿠킹독,제주특별자치도 제주시 연북로 41,제주특별자치도 제주시 노형동 722-2
큰넓궤,제주특별자치도 서귀포시 안덕면 동광리 90 일대,제주특별자치도 서귀포시 안덕면 동광리 90 일대
큰노꼬메오름,제주특별자치도 제주시 애월읍 유수암리 산 138,제주특별자치도 제주시 애월읍 유수암리 산 138
큰바리메오름,제주특별자치도 제주시 애월읍 어음리 산 21,제주특별자치도 제주시 애월읍 어음리 산 21
큰사슴이오름,제주특별자치도 서귀포시 표선면 중산간동로,제주 서귀포시 표선면 가시리 산68
클럽나인브릿지,제주특별자치도 서귀포시 안덕면 광평로 34-156,제주특별자치도 서귀포시 안덕면 광평리 산15
키아나 요가,제주특별자치도 서귀포시 안덕면 사계남로50번길 1,제주특별자치도 서귀포시 안덕면 사계리 2347-1
타오하우스,제주특별자치도 제주시 도두봉6길 9-1,제주특별자치도 제주시 도두일동 1700-8
탐나라공화국(제주남이섬),제주특별자치도 제주시 한림읍 한창로 897,제주특별자치도 제주시 한림읍 금악리 81-8
탐라승마장,제주특별자치도 제주시 조천읍 비자림로 1044,제주특별자치도 제주시 조천읍 교래리 42-3
탑동,제주특별자치도 제주시 중앙로 2,제주특별자치도 제주시 삼도이동 1262
탑동해변공연장,제주특별자치도 제주시 중앙로 2,제주특별자치도 제주시 삼도이동 1262
태웃개,제주특별자치도 서귀포시 남원읍 태위로398번길 57,제주특별자치도 서귀포시 남원읍 위미리 70-1
태흥포구,제주특별자치도 서귀포시 남원읍 태흥리,제주특별자치도 서귀포시 남원읍 태흥리
터진목 & 성산면 4·3희생자 위령비,제주특별자치도 서귀포시 성산읍 일출로 88-19,제주특별자치도 서귀포시 성산읍 고성리 224-1
테디베어뮤지엄제주,제주특별자치도 서귀포시 중문관광로110번길 31,제주특별자치도 서귀포시 색달동 2889
테디베어사파리 테지움,제주특별자치도 제주시 애월읍 평화로 2159,제주특별자치도 제주시 애월읍 소길리 155-106
테우마을 수원리 농어촌체험마을,제주시 한림읍 한림해안로 274,제주특별자치도 제주시 한림읍 수원리 725-1
텐타임즈,제주특별자치도 서귀포시 이어도로 826-51,제주특별자치도 서귀포시 강정동 750
토끼섬,제주특별자치도 제주시 구좌읍 하도리,제주특별자치도 제주시 구좌읍 하도리
토산봉(망오름),제주특별자치도 서귀포시 표선면 토산리 산 13,제주특별자치도 서귀포시 표선면 토산리 산 13
